"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"AllianzGI Structured Return C","","FS00009OKR","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-12-14","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","","No","","AllianzGI Structured Return Instl","No","","No","No","","","-5,231,008.23","-7,850,085.50","","","","15,791,621.00","14,821,535.00","14,685,152.00","14,615,464.00","13,797,131.00","13,362,715.00","12,920,331.00","12,608,994.00","12,217,315.00","11,949,075.00","11,762,370.00","11,581,107.00","11,262,423.00","9,722,247.00","5,813,154.00","4,663,216.00","3,999,507.00","3,617,121.00","3,363,096.00","3,174,193.00","2,832,223.00","2,582,684.00","2,432,966.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AllianzGI Structured Return A","","FS00009OKR","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-12-14","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","","No","","AllianzGI Structured Return Instl","No","","No","No","","","-71,535,150.77","-17,484,364.53","","","","97,524,760.00","47,139,152.00","45,829,129.00","43,290,045.00","42,358,569.00","45,410,291.00","46,023,472.00","38,776,177.00","38,406,255.00","37,626,230.00","32,954,392.00","25,980,904.00","25,420,423.00","22,298,055.00","12,481,616.00","8,111,274.00","6,751,362.00","4,502,965.00","4,272,395.00","3,940,134.00","3,680,598.00","3,423,795.00","3,254,897.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AllianzGI US Equity-Hedged C","","FS00009OKS","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-06-11","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","Greg P. Tournant;Stephen G. Bond-Nelson;Trevor Taylor;","No","","AllianzGI US Equity-Hedged Instl","No","","No","No","","","-28,140.99","","","","","191,885.00","195,666.00","180,541.00","185,871.00","174,238.00","184,290.00","186,486.00","183,902.00","186,663.00","189,218.00","193,489.00","188,980.00","188,198.00","175,439.00","177,881.00","187,659.00","87,922.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AllianzGI US Equity-Hedged A","","FS00009OKS","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-06-11","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","Greg P. Tournant;Stephen G. Bond-Nelson;Trevor Taylor;","No","","AllianzGI US Equity-Hedged Instl","No","","No","No","","","-83,182.24","","","","","526,854.00","530,914.00","526,160.00","549,039.00","520,376.00","535,335.00","542,616.00","491,163.00","499,274.00","508,853.00","522,077.00","533,485.00","594,855.00","462,069.00","435,798.00","405,223.00","359,788.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AllianzGI US Equity-Hedged P","","FS00009OKS","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-06-11","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","Greg P. Tournant;Stephen G. Bond-Nelson;Trevor Taylor;","No","","AllianzGI US Equity-Hedged Instl","No","","No","No","","","936.37","","","","","64,558.00","65,915.00","66,875.00","68,892.00","65,058.00","68,908.00","71,190.00","70,304.00","71,456.00","72,531.00","74,266.00","75,324.00","75,071.00","70,030.00","64,333.00","14,563.00","14,991.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AllianzGI US Equity-Hedged Instl","","FS00009OKS","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-06-11","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","Greg P. Tournant;Stephen G. Bond-Nelson;Trevor Taylor;","Yes","","AllianzGI US Equity-Hedged Instl","No","","No","No","","","-10,014.15","","","","","1,311,067.00","1,338,717.00","1,375,256.00","1,408,089.00","1,334,675.00","1,410,910.00","1,509,811.00","1,472,603.00","1,496,840.00","1,525,193.00","1,576,039.00","1,610,950.00","1,562,852.00","1,426,309.00","1,323,872.00","1,384,967.00","1,179,002.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AllianzGI Structured Return P","","FS00009OKR","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-12-14","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","","No","","AllianzGI Structured Return Instl","No","","No","No","","","15,663,181.22","-98,461,826.60","","","","120,175,284.00","152,366,569.00","153,257,048.00","148,037,796.00","142,239,437.00","142,610,045.00","143,166,322.00","150,094,807.00","153,535,401.00","151,935,101.00","151,765,169.00","147,150,080.00","145,415,979.00","127,901,383.00","49,452,139.00","29,595,335.00","22,839,429.00","16,663,655.00","13,115,209.00","10,906,237.00","9,672,543.00","7,891,414.00","6,460,593.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AllianzGI Structured Return Instl","","FS00009OKR","0C000020Y3","Allianz Global Investors","BN000009TN","Allianz Global Investors","2012-12-03","","2020-12-14","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","Allianz Global Investors U.S. LLC","United States","","Yes","","AllianzGI Structured Return Instl","No","","No","No","","","-14,883,356.27","-225,816,944.26","","","","359,296,961.00","389,288,942.00","413,921,280.00","419,828,765.00","413,367,806.00","418,504,635.00","427,992,175.00","382,588,245.00","385,241,461.00","393,033,483.00","401,264,766.00","365,162,619.00","389,576,603.00","374,473,395.00","161,683,439.00","44,769,217.00","23,824,813.00","19,545,131.00","18,335,875.00","16,829,755.00","9,670,436.00","5,083,465.00","4,105,808.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJM Preservation and Growth A","","FS00009OVU","0C00009E38","LJM Funds","BN00000EY0","LJM Funds","2013-01-09","","2018-03-29","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","LJM Funds Management, Ltd","United States","","No","","LJM Preservation and Growth I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJM Preservation and Growth C","","FS00009OVU","0C00009E38","LJM Funds","BN00000EY0","LJM Funds","2016-02-12","","2018-03-29","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","LJM Funds Management, Ltd","United States","","No","","LJM Preservation and Growth I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJM Preservation and Growth I","","FS00009OVU","0C00009E38","LJM Funds","BN00000EY0","LJM Funds","2013-01-09","","2018-03-29","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","LJM Funds Management, Ltd","United States","","Yes","","LJM Preservation and Growth I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stadion Alternative Income A","","FS00009TUN","0C00008EGQ","Stadion Funds","BN00000BQG","Stadion","2012-12-31","","2019-08-16","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Stadion Money Management, LLC","United States","","Yes","","Stadion Alternative Income A","No","","","","","","","","","","","2,433,933.00","2,367,032.00","2,359,787.00","2,197,601.00","2,007,634.00","1,914,475.00","1,346,403.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stadion Alternative Income C","","FS00009TUN","0C00008EGQ","Stadion Funds","BN00000BQG","Stadion","2015-08-07","","2019-08-16","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Stadion Money Management, LLC","United States","","No","","Stadion Alternative Income A","No","","","","","","","","","","","945,165.00","830,499.00","779,424.00","769,432.00","712,909.00","635,911.00","589,329.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stadion Alternative Income I","","FS00009TUN","0C00008EGQ","Stadion Funds","BN00000BQG","Stadion","2013-02-14","","2019-08-16","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Stadion Money Management, LLC","United States","","No","","Stadion Alternative Income A","No","","","","","","","","","","","5,778,549.00","5,449,819.00","5,448,423.00","5,198,418.00","4,669,473.00","3,575,811.00","2,774,012.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtus Rampart Low Volatility Equity A","","FS0000A30F","0C00001YUH","Virtus","BN00000CHC","Virtus","2013-06-11","","2018-04-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Virtus Investment Advisers, Inc.","United States","Brendan R. Finneran;Robert F. Hofeman;Michael J Davis;Warun Kumar;","No","","Virtus Rampart Low Volatility Equity I","Yes","Rampart Investment Management Company LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtus Rampart Low Volatility Equity C","","FS0000A30F","0C00001YUH","Virtus","BN00000CHC","Virtus","2013-06-11","","2018-04-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Virtus Investment Advisers, Inc.","United States","Brendan R. Finneran;Robert F. Hofeman;Michael J Davis;Warun Kumar;","No","","Virtus Rampart Low Volatility Equity I","Yes","Rampart Investment Management Company LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtus Rampart Low Volatility Equity I","","FS0000A30F","0C00001YUH","Virtus","BN00000CHC","Virtus","2013-06-11","","2018-04-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Virtus Investment Advisers, Inc.","United States","Brendan R. Finneran;Robert F. Hofeman;Michael J Davis;Warun Kumar;","Yes","","Virtus Rampart Low Volatility Equity I","Yes","Rampart Investment Management Company LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M.D. Sass Equity Income Plus Instl","","FS0000A3ZU","0C00009W4F","MD Sass","BN00000DJY","MD Sass","2013-06-28","","2020-01-17","Merged","Integrity Dividend Harvest I","US45890C6553","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","M.D. Sass, LLC","United States","Ari Sass;Martin D. Sass;","Yes","","M.D. Sass Equity Income Plus Instl","No","","No","No","","","-23,520,389.39","","","","","43,187,463.00","34,592,146.00","34,834,421.00","35,392,176.00","34,284,471.00","35,193,242.00","32,558,809.00","30,088,608.00","29,632,554.00","29,167,837.00","29,297,519.00","23,489,592.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M.D. Sass Equity Income Plus Inv","","FS0000A3ZU","0C00009W4F","MD Sass","BN00000DJY","MD Sass","2013-06-28","","2020-01-17","Merged","Integrity Dividend Harvest A","US45890C7544","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","M.D. Sass, LLC","United States","Ari Sass;Martin D. Sass;","No","","M.D. Sass Equity Income Plus Instl","No","","No","No","","","-294,519.39","","","","","403,647.00","338,880.00","330,698.00","287,784.00","279,684.00","267,060.00","267,167.00","152,043.00","154,079.00","141,553.00","143,775.00","132,714.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHancock Disciplined Alt Yield A","","FS00008N6W","0C00001YWF","John Hancock","BN0000096A","John Hancock","2013-12-30","","2020-02-12","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","John Hancock Investment Management LLC","United States","Todd G. Hawthorne","No","","JHancock Disciplined Alt Yield NAV","Yes","Boston Partners Global Investors, Inc","No","No","","","24,934.09","","","","","395,322.00","449,173.00","452,533.00","421,708.00","427,291.00","438,679.00","433,977.00","417,862.00","370,633.00","375,872.00","438,134.00","442,064.00","327,760.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHancock Disciplined Alt Yield I","","FS00008N6W","0C00001YWF","John Hancock","BN0000096A","John Hancock","2013-12-30","","2020-02-12","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","John Hancock Investment Management LLC","United States","Todd G. Hawthorne","No","","JHancock Disciplined Alt Yield NAV","Yes","Boston Partners Global Investors, Inc","No","No","","","-1,236,481.87","","","","","5,907,553.00","5,967,655.00","6,345,506.00","6,368,827.00","7,429,247.00","7,644,553.00","8,008,646.00","7,865,922.00","7,935,134.00","8,092,019.00","8,314,408.00","1,747,476.00","1,469,616.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHancock Disciplined Alt Yield R6","","FS00008N6W","0C00001YWF","John Hancock","BN0000096A","John Hancock","2013-12-30","","2020-02-12","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","John Hancock Investment Management LLC","United States","Todd G. Hawthorne","No","","JHancock Disciplined Alt Yield NAV","Yes","Boston Partners Global Investors, Inc","No","No","","","-2,343,582.14","","","","","9,436,393.00","8,836,181.00","8,858,812.00","9,127,044.00","8,930,384.00","9,165,337.00","9,138,858.00","9,041,940.00","9,205,124.00","7,819,635.00","7,764,744.00","7,513,384.00","7,477,807.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHancock Disciplined Alt Yield C","","FS00008N6W","0C00001YWF","John Hancock","BN0000096A","John Hancock","2014-06-27","","2020-02-12","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","John Hancock Investment Management LLC","United States","Todd G. Hawthorne","No","","JHancock Disciplined Alt Yield NAV","Yes","Boston Partners Global Investors, Inc","No","No","","","-7,497.23","","","","","65,115.00","65,587.00","65,515.00","66,223.00","64,657.00","66,182.00","66,373.00","65,602.00","66,476.00","66,522.00","66,841.00","61,045.00","60,605.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCW / Gargoyle Dynamic 500 I","","FS0000C05T","0C00001YTZ","TCW","BN00000A4R","TCW","2015-11-30","","2018-10-05","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","TCW Investment Management Co LLC","United States","","Yes","","TCW / Gargoyle Dynamic 500 I","Yes","Gargoyle Investment Advisor, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCW / Gargoyle Dynamic 500 N","","FS0000C05T","0C00001YTZ","TCW","BN00000A4R","TCW","2015-11-30","","2018-10-05","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","TCW Investment Management Co LLC","United States","","No","","TCW / Gargoyle Dynamic 500 I","Yes","Gargoyle Investment Advisor, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iron Equity Premium Income Investor","","FS0000C1DE","0C00001Z2M","Iron Funds","BN0000095A","Iron","2015-10-30","","2019-03-26","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","IRON Financial, LLC","United States","","No","","Iron Equity Premium Income Institutional","No","","No","No","","","","","","","","145,897.00","148,566.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iron Equity Premium Income Institutional","","FS0000C1DE","0C00001Z2M","Iron Funds","BN0000095A","Iron","2015-10-30","","2019-03-26","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","Yes","No","","IRON Financial, LLC","United States","","Yes","","Iron Equity Premium Income Institutional","No","","No","No","","","","","","","","11,259,338.00","8,115,133.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest Alternative Income Int","","FS0000CEGB","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-09-14","","2018-10-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Vest Financial LLC","United States","","Yes","","CBOE Vest Alternative Income Int","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest Alternative Income Inv","","FS0000CEGB","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-22","","2018-10-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Vest Financial LLC","United States","","No","","CBOE Vest Alternative Income Int","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
